3.053,2.789,3.085,2.909,2.334,3.405,1.95,2.446,
2.051,1.359,2.607,1.951,1.951,4.494,1.807,2.063,
5.104,4.148,5.692,4.86,4.285,7.899,3.757,4.509,
2.797,2.846,3.55,2.845,1.942,2.494,2.494,2.543,4.739,5.34,6.044,5.388,

3.197,2.5,3.172,2.253,2.374,2.845,1.646,2.509,
2.226,1.296,3.007,2.072,1.792,2.399,2.047,2.751,
5.423,3.796,6.179,4.325,4.166,5.244,3.693,5.26,
2.865,3.389,3.405,3.342,2.395,2.607,2.591,2.75,5.26,5.996,5.996,6.092,
